danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,popularity,main_artist,playlist
0.443,0.472,5,-14.567,1,0.258,0.702,0,0.0798,0.847,62.402,audio_features,6oYkwjI1TKP9D0Y9II1GT7,spotify:track:6oYkwjI1TKP9D0Y9II1GT7,https://api.spotify.com/v1/tracks/6oYkwjI1TKP9D0Y9II1GT7,https://api.spotify.com/v1/audio-analysis/6oYkwjI1TKP9D0Y9II1GT7,195147,4,65,Samuel E. Wright,Peak Trap
0.749,0.429,2,-8.908,1,0.321,0.915,0,0.617,0.954,80.325,audio_features,0gdLTqxAY4DDUQxXzmwj1z,spotify:track:0gdLTqxAY4DDUQxXzmwj1z,https://api.spotify.com/v1/tracks/0gdLTqxAY4DDUQxXzmwj1z,https://api.spotify.com/v1/audio-analysis/0gdLTqxAY4DDUQxXzmwj1z,84827,4,47,Spongebob Squarepants,Peak Trap
0.74,0.803,9,-3.797,1,0.21,0.0909,0,0.025,0.895,95.969,audio_features,41vXrvl9HIfUpijbIgi5R6,spotify:track:41vXrvl9HIfUpijbIgi5R6,https://api.spotify.com/v1/tracks/41vXrvl9HIfUpijbIgi5R6,https://api.spotify.com/v1/audio-analysis/41vXrvl9HIfUpijbIgi5R6,135867,4,40,Phineas,Peak Trap
0.919,0.839,1,-6.402,0,0.159,0.0331,0,0.0514,0.964,95.017,audio_features,2wwtLxWeiSWEbmpX9o40IN,spotify:track:2wwtLxWeiSWEbmpX9o40IN,https://api.spotify.com/v1/tracks/2wwtLxWeiSWEbmpX9o40IN,https://api.spotify.com/v1/audio-analysis/2wwtLxWeiSWEbmpX9o40IN,47160,4,37,Ferb,Peak Trap
0.56,0.538,2,-7.326,0,0.255,0.644,0,0.159,0.808,91.558,audio_features,3LHMFgMolEbhhGBC47OuAi,spotify:track:3LHMFgMolEbhhGBC47OuAi,https://api.spotify.com/v1/tracks/3LHMFgMolEbhhGBC47OuAi,https://api.spotify.com/v1/audio-analysis/3LHMFgMolEbhhGBC47OuAi,56067,1,49,Spongebob Squarepants,Peak Trap
0.527,0.868,2,-6.136,1,0.0287,1.28e-05,0.0247,0.229,0.643,105.987,audio_features,3xZek9XkEaX130o3XN9cvd,spotify:track:3xZek9XkEaX130o3XN9cvd,https://api.spotify.com/v1/tracks/3xZek9XkEaX130o3XN9cvd,https://api.spotify.com/v1/audio-analysis/3xZek9XkEaX130o3XN9cvd,174027,4,50,Spongebob Squarepants,Peak Trap
0.824,0.684,10,-7.354,0,0.0935,0.00278,1.45e-06,0.0481,0.87,101.152,audio_features,0UREO3QWbXJW3gOUXpK1am,spotify:track:0UREO3QWbXJW3gOUXpK1am,https://api.spotify.com/v1/tracks/0UREO3QWbXJW3gOUXpK1am,https://api.spotify.com/v1/audio-analysis/0UREO3QWbXJW3gOUXpK1am,177267,4,63,DJ Jazzy Jeff & The Fresh Prince,Peak Trap
0.537,0.701,2,-3.168,1,0.049,0.215,0,0.123,0.757,150.168,audio_features,1xbCQn1F1tbAElP2GoJ8pr,spotify:track:1xbCQn1F1tbAElP2GoJ8pr,https://api.spotify.com/v1/tracks/1xbCQn1F1tbAElP2GoJ8pr,https://api.spotify.com/v1/audio-analysis/1xbCQn1F1tbAElP2GoJ8pr,112667,4,20,Olivia Olson,Peak Trap
0.538,0.907,7,-3.743,0,0.0494,0.122,0,0.381,0.562,144.979,audio_features,6xG2ZGudUgtV235xvDlSEt,spotify:track:6xG2ZGudUgtV235xvDlSEt,https://api.spotify.com/v1/tracks/6xG2ZGudUgtV235xvDlSEt,https://api.spotify.com/v1/audio-analysis/6xG2ZGudUgtV235xvDlSEt,196827,4,58,Pokémon,Peak Trap
0.878,0.561,7,-9.66,0,0.0486,0.497,0,0.0611,0.896,122.366,audio_features,2lExwdmloBIB6Y07WSHW5g,spotify:track:2lExwdmloBIB6Y07WSHW5g,https://api.spotify.com/v1/tracks/2lExwdmloBIB6Y07WSHW5g,https://api.spotify.com/v1/audio-analysis/2lExwdmloBIB6Y07WSHW5g,62229,4,32,Mr Dooves,Peak Trap
0.73,0.671,0,-10.1,0,0.0376,0.155,0.0157,0.0726,0.974,130.842,audio_features,6L33GgWMpd53M1vldLstrW,spotify:track:6L33GgWMpd53M1vldLstrW,https://api.spotify.com/v1/tracks/6L33GgWMpd53M1vldLstrW,https://api.spotify.com/v1/audio-analysis/6L33GgWMpd53M1vldLstrW,31307,4,40,Mr Dooves,Peak Trap
0.366,0.349,4,-17.134,1,0.0817,0.581,0,0.242,0.788,176.268,audio_features,3wjgPeXocinhLyPL37p70e,spotify:track:3wjgPeXocinhLyPL37p70e,https://api.spotify.com/v1/tracks/3wjgPeXocinhLyPL37p70e,https://api.spotify.com/v1/audio-analysis/3wjgPeXocinhLyPL37p70e,146053,4,60,Lea Salonga,Peak Trap
0.732,0.724,0,-2.104,1,0.101,0.511,0,0.0491,0.808,140.13,audio_features,66TRwr5uJwPt15mfFkzhbi,spotify:track:66TRwr5uJwPt15mfFkzhbi,https://api.spotify.com/v1/tracks/66TRwr5uJwPt15mfFkzhbi,https://api.spotify.com/v1/audio-analysis/66TRwr5uJwPt15mfFkzhbi,221933,4,71,Soulja Boy,Peak Trap
0.943,0.505,10,-12.124,0,0.0734,0.0793,3.84e-05,0.081,0.463,98.861,audio_features,15SgAfCwXlyxMNPFgWkAlc,spotify:track:15SgAfCwXlyxMNPFgWkAlc,https://api.spotify.com/v1/tracks/15SgAfCwXlyxMNPFgWkAlc,https://api.spotify.com/v1/audio-analysis/15SgAfCwXlyxMNPFgWkAlc,30891,4,45,Thomas & Friends,Peak Trap
0.356,0.939,9,-1.433,1,0.0714,0.1,0.0173,0.685,0.471,117.75,audio_features,3FouudxPO6B0mYAXQWtc7b,spotify:track:3FouudxPO6B0mYAXQWtc7b,https://api.spotify.com/v1/tracks/3FouudxPO6B0mYAXQWtc7b,https://api.spotify.com/v1/audio-analysis/3FouudxPO6B0mYAXQWtc7b,145867,4,25,Drake Bell,Peak Trap
0.454,0.842,0,-5.68,1,0.0484,0.0108,0,0.378,0.632,159.914,audio_features,5YNhmCXEqrlftVm5QJBJFI,spotify:track:5YNhmCXEqrlftVm5QJBJFI,https://api.spotify.com/v1/tracks/5YNhmCXEqrlftVm5QJBJFI,https://api.spotify.com/v1/audio-analysis/5YNhmCXEqrlftVm5QJBJFI,127693,4,44,Drake Bell,Peak Trap
0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,audio_features,3U4isOIWM3VvDubwSI3y7a,spotify:track:3U4isOIWM3VvDubwSI3y7a,https://api.spotify.com/v1/tracks/3U4isOIWM3VvDubwSI3y7a,https://api.spotify.com/v1/audio-analysis/3U4isOIWM3VvDubwSI3y7a,269560,4,83,John Legend,Frictionless
0.699,0.601,0,-6.48,1,0.0304,0.0972,1.17e-05,0.562,0.434,98.04,audio_features,6olUplztLFFfU7fMYmFXOP,spotify:track:6olUplztLFFfU7fMYmFXOP,https://api.spotify.com/v1/tracks/6olUplztLFFfU7fMYmFXOP,https://api.spotify.com/v1/audio-analysis/6olUplztLFFfU7fMYmFXOP,252013,4,74,Childish Gambino,Frictionless
0.516,0.718,5,-8.571,0,0.257,0.15,0.0163,0.167,0.588,129.857,audio_features,7yCw7WbWOIRYe7z2aRjAaA,spotify:track:7yCw7WbWOIRYe7z2aRjAaA,https://api.spotify.com/v1/tracks/7yCw7WbWOIRYe7z2aRjAaA,https://api.spotify.com/v1/audio-analysis/7yCw7WbWOIRYe7z2aRjAaA,210680,4,61,Childish Gambino,Frictionless
0.716,0.35,0,-11.094,1,0.0537,0.41,0.00134,0.0927,0.178,129.842,audio_features,7DfFc7a6Rwfi3YQMRbDMau,spotify:track:7DfFc7a6Rwfi3YQMRbDMau,https://api.spotify.com/v1/tracks/7DfFc7a6Rwfi3YQMRbDMau,https://api.spotify.com/v1/audio-analysis/7DfFc7a6Rwfi3YQMRbDMau,200747,4,71,Frank Ocean,Frictionless
0.473,0.461,6,-6.474,0,0.333,0.149,0,0.0973,0.615,165.985,audio_features,3Z2sglqDj1rDRMF5x0Sz2R,spotify:track:3Z2sglqDj1rDRMF5x0Sz2R,https://api.spotify.com/v1/tracks/3Z2sglqDj1rDRMF5x0Sz2R,https://api.spotify.com/v1/audio-analysis/3Z2sglqDj1rDRMF5x0Sz2R,234213,4,72,Childish Gambino,Frictionless
0.289,0.254,7,-11.218,0,0.0474,0.871,0.0745,0.135,0.185,77.499,audio_features,2IqjKEBiz0CdLKdkXhxw84,spotify:track:2IqjKEBiz0CdLKdkXhxw84,https://api.spotify.com/v1/tracks/2IqjKEBiz0CdLKdkXhxw84,https://api.spotify.com/v1/audio-analysis/2IqjKEBiz0CdLKdkXhxw84,223600,4,63,James Blake,Frictionless
0.399,0.247,11,-11.473,0,0.0632,0.95,0.000428,0.105,0.493,84.093,audio_features,1fOkmYW3ZFkkjIdOZSf596,spotify:track:1fOkmYW3ZFkkjIdOZSf596,https://api.spotify.com/v1/tracks/1fOkmYW3ZFkkjIdOZSf596,https://api.spotify.com/v1/audio-analysis/1fOkmYW3ZFkkjIdOZSf596,268813,4,62,Frank Ocean,Frictionless
0.701,0.499,4,-6.237,1,0.241,0.0233,0,0.404,0.605,85.034,audio_features,6XctgMwCmHKiT64snRdI34,spotify:track:6XctgMwCmHKiT64snRdI34,https://api.spotify.com/v1/tracks/6XctgMwCmHKiT64snRdI34,https://api.spotify.com/v1/audio-analysis/6XctgMwCmHKiT64snRdI34,150760,4,44,NxWorries,Frictionless
0.531,0.67,2,-6.889,0,0.0741,0.116,0,0.378,0.808,87.729,audio_features,2HSOplZKcSsrO4Wof9yWSp,spotify:track:2HSOplZKcSsrO4Wof9yWSp,https://api.spotify.com/v1/tracks/2HSOplZKcSsrO4Wof9yWSp,https://api.spotify.com/v1/audio-analysis/2HSOplZKcSsrO4Wof9yWSp,147573,3,47,NxWorries,Frictionless
0.276,0.358,9,-7.684,1,0.0443,0.779,2.5e-06,0.0728,0.13,81.977,audio_features,2pMPWE7PJH1PizfgGRMnR9,spotify:track:2pMPWE7PJH1PizfgGRMnR9,https://api.spotify.com/v1/tracks/2pMPWE7PJH1PizfgGRMnR9,https://api.spotify.com/v1/audio-analysis/2pMPWE7PJH1PizfgGRMnR9,175453,4,58,Frank Ocean,Frictionless
0.535,0.124,1,-14.362,0,0.0313,0.969,0.22,0.0619,0.106,133.867,audio_features,5cw7g1XATH9ghXX1Qm82BX,spotify:track:5cw7g1XATH9ghXX1Qm82BX,https://api.spotify.com/v1/tracks/5cw7g1XATH9ghXX1Qm82BX,https://api.spotify.com/v1/audio-analysis/5cw7g1XATH9ghXX1Qm82BX,214080,3,56,Childish Gambino,Frictionless
0.745,0.356,1,-10.425,1,0.0941,0.172,0.00943,0.123,0.607,160.033,audio_features,3kxfsdsCpFgN412fpnW85Y,spotify:track:3kxfsdsCpFgN412fpnW85Y,https://api.spotify.com/v1/tracks/3kxfsdsCpFgN412fpnW85Y,https://api.spotify.com/v1/audio-analysis/3kxfsdsCpFgN412fpnW85Y,326933,4,80,Childish Gambino,Frictionless
0.684,0.585,2,-7.601,1,0.0712,0.357,1.23e-06,0.728,0.335,148.507,audio_features,2WlOO5UM3eoEQt7Z2z3PU1,spotify:track:2WlOO5UM3eoEQt7Z2z3PU1,https://api.spotify.com/v1/tracks/2WlOO5UM3eoEQt7Z2z3PU1,https://api.spotify.com/v1/audio-analysis/2WlOO5UM3eoEQt7Z2z3PU1,237166,4,53,Anderson .Paak,Frictionless
0.774,0.586,10,-10.434,0,0.301,0.0234,0.000726,0.0562,0.642,85.075,audio_features,2oLwDI8tZUOh6SmTMRRfKs,spotify:track:2oLwDI8tZUOh6SmTMRRfKs,https://api.spotify.com/v1/tracks/2oLwDI8tZUOh6SmTMRRfKs,https://api.spotify.com/v1/audio-analysis/2oLwDI8tZUOh6SmTMRRfKs,265200,4,55,OutKast,Frictionless
0.722,0.661,1,-5.711,0,0.373,0.245,0,0.176,0.156,89.294,audio_features,4V3N5LvUOh3yDPP16cwAhE,spotify:track:4V3N5LvUOh3yDPP16cwAhE,https://api.spotify.com/v1/tracks/4V3N5LvUOh3yDPP16cwAhE,https://api.spotify.com/v1/audio-analysis/4V3N5LvUOh3yDPP16cwAhE,319240,4,51,OutKast,Frictionless
0.703,0.331,8,-9.72,1,0.514,0.445,0,0.322,0.18,80.118,audio_features,4hP7NIeToP2hU6lyvIHPyp,spotify:track:4hP7NIeToP2hU6lyvIHPyp,https://api.spotify.com/v1/tracks/4hP7NIeToP2hU6lyvIHPyp,https://api.spotify.com/v1/audio-analysis/4hP7NIeToP2hU6lyvIHPyp,259339,4,55,Smino,Frictionless
0.658,0.535,9,-8.983,0,0.0573,0.0265,0,0.2,0.419,110.684,audio_features,6SwRhMLwNqEi6alNPVG00n,spotify:track:6SwRhMLwNqEi6alNPVG00n,https://api.spotify.com/v1/tracks/6SwRhMLwNqEi6alNPVG00n,https://api.spotify.com/v1/audio-analysis/6SwRhMLwNqEi6alNPVG00n,227360,4,75,Kendrick Lamar,Frictionless
0.665,0.535,4,-7.056,0,0.0572,0.0786,1.68e-05,0.154,0.37,138.842,audio_features,6IZvVAP7VPPnsGX6bvgkqg,spotify:track:6IZvVAP7VPPnsGX6bvgkqg,https://api.spotify.com/v1/tracks/6IZvVAP7VPPnsGX6bvgkqg,https://api.spotify.com/v1/audio-analysis/6IZvVAP7VPPnsGX6bvgkqg,275253,4,66,Kendrick Lamar,Frictionless
0.64,0.548,7,-6.965,1,0.147,0.543,3.1e-06,0.303,0.181,148.077,audio_features,6gtNiLJNLBcV0P6Juenstp,spotify:track:6gtNiLJNLBcV0P6Juenstp,https://api.spotify.com/v1/tracks/6gtNiLJNLBcV0P6Juenstp,https://api.spotify.com/v1/audio-analysis/6gtNiLJNLBcV0P6Juenstp,212495,4,59,Frank Ocean,Frictionless
0.681,0.333,9,-8.582,1,0.0974,0.588,0,0.086,0.564,118.05,audio_features,371H6HjS4SXGbQ9IVfFUIL,spotify:track:371H6HjS4SXGbQ9IVfFUIL,https://api.spotify.com/v1/tracks/371H6HjS4SXGbQ9IVfFUIL,https://api.spotify.com/v1/audio-analysis/371H6HjS4SXGbQ9IVfFUIL,227655,4,59,Frank Ocean,Frictionless
0.827,0.673,5,-8.401,0,0.23,0.192,0.00136,0.146,0.779,78.007,audio_features,1VZLEW5ZfcAbKZ94XQiSZF,spotify:track:1VZLEW5ZfcAbKZ94XQiSZF,https://api.spotify.com/v1/tracks/1VZLEW5ZfcAbKZ94XQiSZF,https://api.spotify.com/v1/audio-analysis/1VZLEW5ZfcAbKZ94XQiSZF,85754,4,60,Frank Ocean,Frictionless
0.775,0.308,6,-12.652,1,0.0905,0.215,1.43e-05,0.104,0.633,75.954,audio_features,0oLQRGhq7ltPDF6ThfqQdc,spotify:track:0oLQRGhq7ltPDF6ThfqQdc,https://api.spotify.com/v1/tracks/0oLQRGhq7ltPDF6ThfqQdc,https://api.spotify.com/v1/audio-analysis/0oLQRGhq7ltPDF6ThfqQdc,202691,4,52,BROCKHAMPTON,Frictionless
0.416,0.412,9,-11.262,1,0.0361,0.511,0.000423,0.241,0.409,116.84,audio_features,1cuYCAodLWgzhwE2KFZ8rC,spotify:track:1cuYCAodLWgzhwE2KFZ8rC,https://api.spotify.com/v1/tracks/1cuYCAodLWgzhwE2KFZ8rC,https://api.spotify.com/v1/audio-analysis/1cuYCAodLWgzhwE2KFZ8rC,154406,3,60,BROCKHAMPTON,Frictionless
0.776,0.503,0,-5.732,0,0.237,0.874,0,0.112,0.473,110.134,audio_features,6Nle9hKrkL1wQpwNfEkxjh,spotify:track:6Nle9hKrkL1wQpwNfEkxjh,https://api.spotify.com/v1/tracks/6Nle9hKrkL1wQpwNfEkxjh,https://api.spotify.com/v1/audio-analysis/6Nle9hKrkL1wQpwNfEkxjh,210285,4,73,Frank Ocean,Frictionless
0.795,0.594,0,-6.2,1,0.0747,0.111,0,0.162,0.409,135.002,audio_features,0q75NwOoFiARAVp4EXU4Bs,spotify:track:0q75NwOoFiARAVp4EXU4Bs,https://api.spotify.com/v1/tracks/0q75NwOoFiARAVp4EXU4Bs,https://api.spotify.com/v1/audio-analysis/0q75NwOoFiARAVp4EXU4Bs,275080,4,78,SZA,Frictionless
0.466,0.548,5,-9.362,0,0.118,0.42,1.01e-06,0.113,0.423,89.815,audio_features,7eqoqGkKwgOaWNNHx90uEZ,spotify:track:7eqoqGkKwgOaWNNHx90uEZ,https://api.spotify.com/v1/tracks/7eqoqGkKwgOaWNNHx90uEZ,https://api.spotify.com/v1/audio-analysis/7eqoqGkKwgOaWNNHx90uEZ,307151,4,74,Frank Ocean,Frictionless
0.658,0.294,4,-8.533,0,0.0321,0.422,5.2e-05,0.0749,0.358,74.038,audio_features,7zFXmv6vqI4qOt4yGf3jYZ,spotify:track:7zFXmv6vqI4qOt4yGf3jYZ,https://api.spotify.com/v1/tracks/7zFXmv6vqI4qOt4yGf3jYZ,https://api.spotify.com/v1/audio-analysis/7zFXmv6vqI4qOt4yGf3jYZ,278180,4,76,Daniel Caesar,Frictionless
0.559,0.578,8,-9.54,1,0.151,0.79,0.000522,0.324,0.239,79.938,audio_features,5WNYg3usc6H8N3MBEp4zVk,spotify:track:5WNYg3usc6H8N3MBEp4zVk,https://api.spotify.com/v1/tracks/5WNYg3usc6H8N3MBEp4zVk,https://api.spotify.com/v1/audio-analysis/5WNYg3usc6H8N3MBEp4zVk,320720,4,71,"Tyler, The Creator",Frictionless
0.598,0.252,2,-15.086,1,0.0647,0.193,0.138,0.0992,0.0352,120.06,audio_features,4S7YHmlWwfwArgd8LfSPud,spotify:track:4S7YHmlWwfwArgd8LfSPud,https://api.spotify.com/v1/tracks/4S7YHmlWwfwArgd8LfSPud,https://api.spotify.com/v1/audio-analysis/4S7YHmlWwfwArgd8LfSPud,238307,4,72,A$AP Rocky,Frictionless
0.759,0.245,6,-6.545,1,0.138,0.515,0.000154,0.102,0.209,96.992,audio_features,4cxMGhkinTocPSVVKWIw0d,spotify:track:4cxMGhkinTocPSVVKWIw0d,https://api.spotify.com/v1/tracks/4cxMGhkinTocPSVVKWIw0d,https://api.spotify.com/v1/audio-analysis/4cxMGhkinTocPSVVKWIw0d,237507,4,77,Russ,Frictionless
0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,audio_features,7KA4W4McWYRpgf0fWsJZWB,spotify:track:7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/tracks/7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/audio-analysis/7KA4W4McWYRpgf0fWsJZWB,180387,4,77,"Tyler, The Creator",Frictionless
0.765,0.356,11,-5.556,0,0.196,0.222,0,0.0963,0.19,97.001,audio_features,3pXF1nA74528Edde4of9CC,spotify:track:3pXF1nA74528Edde4of9CC,https://api.spotify.com/v1/tracks/3pXF1nA74528Edde4of9CC,https://api.spotify.com/v1/audio-analysis/3pXF1nA74528Edde4of9CC,198293,4,76,Bryson Tiller,Frictionless
0.622,0.699,7,-6.514,1,0.0466,0.107,0,0.114,0.386,133.931,audio_features,5hQAvqoRM00q0dVJxAJmCn,spotify:track:5hQAvqoRM00q0dVJxAJmCn,https://api.spotify.com/v1/tracks/5hQAvqoRM00q0dVJxAJmCn,https://api.spotify.com/v1/audio-analysis/5hQAvqoRM00q0dVJxAJmCn,234213,4,53,Post Malone,Frictionless
0.443,0.635,11,-5.404,0,0.223,0.455,2.07e-05,0.285,0.672,93.742,audio_features,7A3ETuOrieyx9KSF0sn0Zf,spotify:track:7A3ETuOrieyx9KSF0sn0Zf,https://api.spotify.com/v1/tracks/7A3ETuOrieyx9KSF0sn0Zf,https://api.spotify.com/v1/audio-analysis/7A3ETuOrieyx9KSF0sn0Zf,241680,4,55,Kendrick Lamar,Frictionless
0.765,0.58,1,-7.582,1,0.471,0.177,0,0.162,0.785,63.576,audio_features,09CqF6VVL6G7NwkCj3M2lU,spotify:track:09CqF6VVL6G7NwkCj3M2lU,https://api.spotify.com/v1/tracks/09CqF6VVL6G7NwkCj3M2lU,https://api.spotify.com/v1/audio-analysis/09CqF6VVL6G7NwkCj3M2lU,220157,4,57,Smino,Frictionless
0.611,0.454,0,-7.436,0,0.201,0.469,1.52e-06,0.189,0.444,93.004,audio_features,1h2LHhmyAXi8tPNLi806JA,spotify:track:1h2LHhmyAXi8tPNLi806JA,https://api.spotify.com/v1/tracks/1h2LHhmyAXi8tPNLi806JA,https://api.spotify.com/v1/audio-analysis/1h2LHhmyAXi8tPNLi806JA,311000,4,61,Noname,Frictionless
0.685,0.545,7,-6.189,1,0.061,0.173,1.44e-05,0.237,0.506,94.061,audio_features,25GlFJq5QNAXyVgJvCZ4Mf,spotify:track:25GlFJq5QNAXyVgJvCZ4Mf,https://api.spotify.com/v1/tracks/25GlFJq5QNAXyVgJvCZ4Mf,https://api.spotify.com/v1/audio-analysis/25GlFJq5QNAXyVgJvCZ4Mf,312360,4,59,Anderson .Paak,Frictionless
0.539,0.399,1,-8.016,1,0.045,0.186,0.00255,0.131,0.118,78.248,audio_features,432hUIl3ISDeytYW5XBQ5h,spotify:track:432hUIl3ISDeytYW5XBQ5h,https://api.spotify.com/v1/tracks/432hUIl3ISDeytYW5XBQ5h,https://api.spotify.com/v1/audio-analysis/432hUIl3ISDeytYW5XBQ5h,301587,4,66,Kanye West,Frictionless
0.548,0.435,6,-10.778,0,0.123,0.437,0,0.128,0.673,173.629,audio_features,1CgklNC8BYasY6wYfiQBC7,spotify:track:1CgklNC8BYasY6wYfiQBC7,https://api.spotify.com/v1/tracks/1CgklNC8BYasY6wYfiQBC7,https://api.spotify.com/v1/audio-analysis/1CgklNC8BYasY6wYfiQBC7,349827,3,22,Bootsy Collins,Frictionless
0.596,0.362,3,-11.879,0,0.0535,0.735,0.00216,0.654,0.175,132.067,audio_features,0P5bg4JX1fUplClPC0nkUS,spotify:track:0P5bg4JX1fUplClPC0nkUS,https://api.spotify.com/v1/tracks/0P5bg4JX1fUplClPC0nkUS,https://api.spotify.com/v1/audio-analysis/0P5bg4JX1fUplClPC0nkUS,316188,4,59,Sampha,Frictionless
0.752,0.533,11,-8.986,0,0.0348,0.151,5.05e-05,0.114,0.461,114.984,audio_features,2R1Q4cxCUuOK7SJzxblk5k,spotify:track:2R1Q4cxCUuOK7SJzxblk5k,https://api.spotify.com/v1/tracks/2R1Q4cxCUuOK7SJzxblk5k,https://api.spotify.com/v1/audio-analysis/2R1Q4cxCUuOK7SJzxblk5k,281946,4,48,Sampha,Frictionless
0.65,0.418,6,-12.363,1,0.0451,0.467,0.000108,0.101,0.265,127.206,audio_features,4Pkst1hmHJ8dUdOaBqdee7,spotify:track:4Pkst1hmHJ8dUdOaBqdee7,https://api.spotify.com/v1/tracks/4Pkst1hmHJ8dUdOaBqdee7,https://api.spotify.com/v1/audio-analysis/4Pkst1hmHJ8dUdOaBqdee7,233857,4,57,Sampha,Frictionless
0.608,0.676,1,-7.56,1,0.248,0.212,0,0.347,0.57,80.939,audio_features,0qLt7pQhm8LDxFgI0YXdlY,spotify:track:0qLt7pQhm8LDxFgI0YXdlY,https://api.spotify.com/v1/tracks/0qLt7pQhm8LDxFgI0YXdlY,https://api.spotify.com/v1/audio-analysis/0qLt7pQhm8LDxFgI0YXdlY,260632,4,61,Isaiah Rashad,Frictionless
0.762,0.476,0,-12.686,1,0.114,0.366,0,0.103,0.375,130.007,audio_features,40yJGQyEaBbIkXpwMFkXip,spotify:track:40yJGQyEaBbIkXpwMFkXip,https://api.spotify.com/v1/tracks/40yJGQyEaBbIkXpwMFkXip,https://api.spotify.com/v1/audio-analysis/40yJGQyEaBbIkXpwMFkXip,243270,4,72,Lil Yachty,Frictionless
0.544,0.552,9,-7.45,1,0.0991,0.67,4.57e-05,0.415,0.554,159.738,audio_features,3xKsf9qdS1CyvXSMEid6g8,spotify:track:3xKsf9qdS1CyvXSMEid6g8,https://api.spotify.com/v1/tracks/3xKsf9qdS1CyvXSMEid6g8,https://api.spotify.com/v1/audio-analysis/3xKsf9qdS1CyvXSMEid6g8,184516,3,74,Frank Ocean,Frictionless
0.497,0.55,8,-6.13,1,0.0257,0.847,0.049,0.119,0.542,79.955,audio_features,66dQdXAbtuPdSasezCQVZE,spotify:track:66dQdXAbtuPdSasezCQVZE,https://api.spotify.com/v1/tracks/66dQdXAbtuPdSasezCQVZE,https://api.spotify.com/v1/audio-analysis/66dQdXAbtuPdSasezCQVZE,204939,4,62,BROCKHAMPTON,Frictionless
0.741,0.61,6,-7.34,0,0.0512,0.315,0,0.534,0.72,125.99,audio_features,2pg2TiYo9Rb8KeB5JjP7jS,spotify:track:2pg2TiYo9Rb8KeB5JjP7jS,https://api.spotify.com/v1/tracks/2pg2TiYo9Rb8KeB5JjP7jS,https://api.spotify.com/v1/audio-analysis/2pg2TiYo9Rb8KeB5JjP7jS,276960,4,73,Jhene Aiko,Frictionless
0.692,0.713,10,-4.489,0,0.351,0.343,0,0.102,0.615,137.36,audio_features,593W4qZOwwdqF6YnimJjL6,spotify:track:593W4qZOwwdqF6YnimJjL6,https://api.spotify.com/v1/tracks/593W4qZOwwdqF6YnimJjL6,https://api.spotify.com/v1/audio-analysis/593W4qZOwwdqF6YnimJjL6,266080,4,69,SZA,Frictionless
0.706,0.483,1,-7.929,1,0.0393,0.547,1.94e-06,0.136,0.663,92.002,audio_features,2x5Frs6ts14U4MSLrQQlXg,spotify:track:2x5Frs6ts14U4MSLrQQlXg,https://api.spotify.com/v1/tracks/2x5Frs6ts14U4MSLrQQlXg,https://api.spotify.com/v1/audio-analysis/2x5Frs6ts14U4MSLrQQlXg,331827,4,61,Phony Ppl,Frictionless
0.719,0.615,6,-5.972,1,0.045,0.408,0.000147,0.235,0.465,96.988,audio_features,48EjSdYh8wz2gBxxqzrsLe,spotify:track:48EjSdYh8wz2gBxxqzrsLe,https://api.spotify.com/v1/tracks/48EjSdYh8wz2gBxxqzrsLe,https://api.spotify.com/v1/audio-analysis/48EjSdYh8wz2gBxxqzrsLe,250973,4,65,Solange,Frictionless
0.667,0.523,10,-9.477,0,0.329,0.532,2.12e-05,0.137,0.409,143.934,audio_features,71lyUtIPCMAYjTwwwxy2jW,spotify:track:71lyUtIPCMAYjTwwwxy2jW,https://api.spotify.com/v1/tracks/71lyUtIPCMAYjTwwwxy2jW,https://api.spotify.com/v1/audio-analysis/71lyUtIPCMAYjTwwwxy2jW,232571,4,65,Isaiah Rashad,Frictionless
0.603,0.783,6,-4.023,1,0.062,0.449,7.96e-06,0.119,0.775,172.041,audio_features,37y7iDayfwm3WXn5BiAoRk,spotify:track:37y7iDayfwm3WXn5BiAoRk,https://api.spotify.com/v1/tracks/37y7iDayfwm3WXn5BiAoRk,https://api.spotify.com/v1/audio-analysis/37y7iDayfwm3WXn5BiAoRk,173104,4,64,Steve Lacy,Frictionless
0.823,0.411,0,-7.061,1,0.0557,0.409,0.00135,0.649,0.397,90.997,audio_features,2TyCAfhwu5tRqFW8VnGMIL,spotify:track:2TyCAfhwu5tRqFW8VnGMIL,https://api.spotify.com/v1/tracks/2TyCAfhwu5tRqFW8VnGMIL,https://api.spotify.com/v1/audio-analysis/2TyCAfhwu5tRqFW8VnGMIL,257547,4,60,Solange,Frictionless
0.537,0.558,11,-8.678,1,0.0929,0.263,0.91,0.102,0.505,131.037,audio_features,1MJ5f5EYBC92ADD6xcz7nb,spotify:track:1MJ5f5EYBC92ADD6xcz7nb,https://api.spotify.com/v1/tracks/1MJ5f5EYBC92ADD6xcz7nb,https://api.spotify.com/v1/audio-analysis/1MJ5f5EYBC92ADD6xcz7nb,231724,4,67,Mac DeMarco,Frictionless
